threshold,hidden,target,MRE,k
0.8,80,1,1.3967506648850099,5
0.8,80,2,0.7113524594568503,5
0.8,80,3,0.03516750726781719,5
0.8,90,0,0.44822084167091025,5
0.8,90,1,1.1595978304971943,5
0.8,90,2,0.6339070496341538,5
0.8,90,3,0.012528731627957092,5
0.8,100,0,0.6424504479836588,5
0.8,100,1,1.4795346764719994,5
0.8,100,2,0.6132698336902651,5
0.8,100,3,0.012955851492915327,5
0.8,110,0,0.5874939126014237,5
0.8,110,1,1.3904466576253198,5
0.8,110,2,0.5337437099108115,5
0.8,110,3,0.013755417544128975,5
0.8,120,0,0.7177962528907786,5
0.8,120,1,0.821785873465013,5
0.8,120,2,0.7324863352992314,5
0.8,120,3,0.022722764610522164,5
0.8,130,0,0.7991251279224821,5
0.8,130,1,1.2062590882848387,5
0.8,130,2,0.5035794748678518,5
0.8,130,3,0.014298667359851754,5
0.8,140,0,0.501838499396889,5
0.8,140,1,0.8356701103735489,5
0.8,140,2,0.5165581853484167,5
0.8,140,3,0.014771319577236966,5
0.8,150,0,0.5639042807302375,5
0.8,150,1,1.2608040135142073,5
0.8,150,2,0.5131851106837857,5
0.8,150,3,0.01326874984834564,5
0.8,160,0,0.520292231365402,5
0.8,160,1,0.8692996711682266,5
0.8,160,2,0.5744371881101562,5
0.8,160,3,0.02474521605110098,5
0.8,170,0,0.47505637904281484,5
0.8,170,1,1.086974060271382,5
0.8,170,2,0.5383987109367603,5
0.8,170,3,0.029348941343455368,5
0.8,180,0,0.46216744379433605,5
0.8,180,1,1.15127230220478,5
0.8,180,2,0.6472492171075043,5
0.8,180,3,0.02202788279149188,5
0.8,190,0,0.4538375150999877,5
0.8,190,1,0.7994801524538386,5
0.8,190,2,0.5438819065555819,5
0.8,190,3,0.03958559966585821,5
0.8,200,0,0.520643236510635,5
0.8,200,1,1.5179904250949778,5
0.8,200,2,0.6779557687437056,5
0.8,200,3,0.030448803460185886,5
0.9,10,0,0.5539567958870418,5
0.9,10,1,0.9654176160109881,5
0.9,10,2,0.5863427310939687,5
0.9,10,3,0.0270944710270049,5
0.9,20,0,0.5397136163991474,5
0.9,20,1,1.25598869905568,5
0.9,20,2,0.7118491702252937,5
0.9,20,3,0.015605713361244717,5
0.9,30,0,0.5938429974582232,5
0.9,30,1,1.0203377211253026,5
0.9,30,2,0.6007293938716989,5
0.9,30,3,0.017327745003172645,5
0.9,40,0,0.6864334457180068,5
0.9,40,1,1.0329390949045336,5
0.9,40,2,0.7355022704891414,5
0.9,40,3,0.03314528932816626,5
0.9,50,0,0.5384035370541322,5
0.9,50,1,0.8887033679354829,5
0.9,50,2,0.7527307096148511,5
0.9,50,3,0.035411425561407216,5
0.9,60,0,0.5855031731551507,5
0.9,60,1,1.8116372110683694,5
0.9,60,2,0.602986730527488,5
0.9,60,3,0.028306739572848454,5
0.9,70,0,0.534683439944335,5
0.9,70,1,1.642522502755518,5
0.9,70,2,0.5863220322839761,5
0.9,70,3,0.01100621139015004,5
0.9,80,0,0.7991079172445332,5
0.9,80,1,1.3967506648850099,5
0.9,80,2,0.7113524594568503,5
0.9,80,3,0.03516750726781719,5
0.9,90,0,0.44822084167091025,5
0.9,90,1,1.1595978304971943,5
0.9,90,2,0.6339070496341538,5
0.9,90,3,0.012528731627957092,5
0.9,100,0,0.6424504479836588,5
0.9,100,1,1.4795346764719994,5
0.9,100,2,0.6132698336902651,5
0.9,100,3,0.012955851492915327,5
0.9,110,0,0.5874939126014237,5
0.9,110,1,1.3904466576253198,5
0.9,110,2,0.5337437099108115,5
0.9,110,3,0.013755417544128975,5
0.9,120,0,0.7177962528907786,5
0.9,120,1,0.821785873465013,5
0.9,120,2,0.7324863352992314,5
0.9,120,3,0.022722764610522164,5
0.9,130,0,0.7991251279224821,5
0.9,130,1,1.2062590882848387,5
0.9,130,2,0.5035794748678518,5
0.9,130,3,0.014298667359851754,5
0.9,140,0,0.501838499396889,5
0.9,140,1,0.8356701103735489,5
0.9,140,2,0.5165581853484167,5
0.9,140,3,0.014771319577236966,5
0.9,150,0,0.5639042807302375,5
0.9,150,1,1.2608040135142073,5
0.9,150,2,0.5131851106837857,5
0.9,150,3,0.01326874984834564,5
0.9,160,0,0.520292231365402,5
0.9,160,1,0.8692996711682266,5
0.9,160,2,0.5744371881101562,5
0.9,160,3,0.02474521605110098,5
0.9,170,0,0.47505637904281484,5
0.9,170,1,1.086974060271382,5
0.9,170,2,0.5383987109367603,5
0.9,170,3,0.029348941343455368,5
0.9,180,0,0.46216744379433605,5
0.9,180,1,1.15127230220478,5
0.9,180,2,0.6472492171075043,5
0.9,180,3,0.02202788279149188,5
0.9,190,0,0.4538375150999877,5
0.9,190,1,0.7994801524538386,5
0.9,190,2,0.5438819065555819,5
0.9,190,3,0.03958559966585821,5
0.9,200,0,0.520643236510635,5
0.9,200,1,1.5179904250949778,5
0.9,200,2,0.6779557687437056,5
0.9,200,3,0.030448803460185886,5
1.0,10,0,0.5539567958870418,5
1.0,10,1,0.9654176160109881,5
1.0,10,2,0.5863427310939687,5
1.0,10,3,0.0270944710270049,5
1.0,20,0,0.5397136163991474,5
1.0,20,1,1.25598869905568,5
1.0,20,2,0.7118491702252937,5
1.0,20,3,0.015605713361244717,5
1.0,30,0,0.5938429974582232,5
1.0,30,1,1.0203377211253026,5
1.0,30,2,0.6007293938716989,5
1.0,30,3,0.017327745003172645,5
1.0,40,0,0.6864334457180068,5
1.0,40,1,1.0329390949045336,5
1.0,40,2,0.7355022704891414,5
1.0,40,3,0.03314528932816626,5
1.0,50,0,0.5384035370541322,5
1.0,50,1,0.8887033679354829,5
1.0,50,2,0.7527307096148511,5
1.0,50,3,0.035411425561407216,5
1.0,60,0,0.5855031731551507,5
1.0,60,1,1.8116372110683694,5
1.0,60,2,0.602986730527488,5
1.0,60,3,0.028306739572848454,5
1.0,70,0,0.534683439944335,5
1.0,70,1,1.642522502755518,5
1.0,70,2,0.5863220322839761,5
1.0,70,3,0.01100621139015004,5
1.0,80,0,0.7991079172445332,5
1.0,80,1,1.3967506648850099,5
1.0,80,2,0.7113524594568503,5
1.0,80,3,0.03516750726781719,5
1.0,90,0,0.44822084167091025,5
1.0,90,1,1.1595978304971943,5
1.0,90,2,0.6339070496341538,5
1.0,90,3,0.012528731627957092,5
1.0,100,0,0.6424504479836588,5
1.0,100,1,1.4795346764719994,5
1.0,100,2,0.6132698336902651,5
1.0,100,3,0.012955851492915327,5
1.0,110,0,0.5874939126014237,5
1.0,110,1,1.3904466576253198,5
1.0,110,2,0.5337437099108115,5
1.0,110,3,0.013755417544128975,5
1.0,120,0,0.7177962528907786,5
1.0,120,1,0.821785873465013,5
1.0,120,2,0.7324863352992314,5
1.0,120,3,0.022722764610522164,5
1.0,130,0,0.7991251279224821,5
1.0,130,1,1.2062590882848387,5
1.0,130,2,0.5035794748678518,5
1.0,130,3,0.014298667359851754,5
1.0,140,0,0.501838499396889,5
1.0,140,1,0.8356701103735489,5
1.0,140,2,0.5165581853484167,5
1.0,140,3,0.014771319577236966,5
1.0,150,0,0.5639042807302375,5
1.0,150,1,1.2608040135142073,5
1.0,150,2,0.5131851106837857,5
1.0,150,3,0.01326874984834564,5
1.0,160,0,0.520292231365402,5
1.0,160,1,0.8692996711682266,5
1.0,160,2,0.5744371881101562,5
1.0,160,3,0.02474521605110098,5
1.0,170,0,0.47505637904281484,5
1.0,170,1,1.086974060271382,5
1.0,170,2,0.5383987109367603,5
1.0,170,3,0.029348941343455368,5
1.0,180,0,0.46216744379433605,5
1.0,180,1,1.15127230220478,5
1.0,180,2,0.6472492171075043,5
1.0,180,3,0.02202788279149188,5
1.0,190,0,0.4538375150999877,5
1.0,190,1,0.7994801524538386,5
1.0,190,2,0.5438819065555819,5
1.0,190,3,0.03958559966585821,5
1.0,200,0,0.520643236510635,5
1.0,200,1,1.5179904250949778,5
1.0,200,2,0.6779557687437056,5
1.0,200,3,0.030448803460185886,5
